alpha;X;Y;## Bender's nightmare
0.0;1;0
0.0;0;1
0.0;0;1
0.0;0;1
5.0;0;1
5.0;0;1
5.0;0;1
5.0;0;1
10.0;1;0
10.0;0;1
10.0;0;1
10.0;0;1
15.0;0;1
15.0;0;1
15.0;0;2
15.0;0;1
20.0;0;1
20.0;0;1
20.0;0;1
20.0;0;1
25.0;0;1
25.0;0;1
25.0;0;1
25.0;0;1
30.0;0;1
30.0;0;1
30.0;0;1
30.0;0;1
35.0;0;1
35.0;0;1
35.0;0;1
35.0;0;1
40.0;0;1
40.0;0;1
40.0;0;1
40.0;0;1
45.0;0;1
45.0;0;1
45.0;0;1
45.0;2;0
50.0;0;1
50.0;0;1
50.0;0;1
50.0;0;1
55.0;0;1
55.0;0;1
55.0;0;1
55.0;0;1
60.0;0;1
60.0;0;1
60.0;0;1
60.0;1;0
65.0;0;1
65.0;0;1
65.0;0;1
65.0;0;1
70.0;0;1
70.0;1;0
70.0;1;0
70.0;0;1
75.0;0;1
75.0;0;1
75.0;1;0
75.0;1;0
80.0;1;0
80.0;0;1
80.0;1;0
80.0;1;0
85.0;0;1
85.0;0;2
85.0;1;0
85.0;1;0
90.0;1;0
90.0;0;1
90.0;0;1
90.0;1;0
95.0;1;0
95.0;1;0
95.0;2;1
95.0;0;1
100.0;1;0
100.0;1;0
100.0;1;0
100.0;0;1
105.0;1;0
105.0;1;0
105.0;1;0
105.0;1;0
110.0;1;0
110.0;1;0
110.0;1;0
110.0;1;0
115.0;1;0
115.0;1;0
115.0;1;0
115.0;1;0
120.0;1;0
120.0;1;0
120.0;1;0
120.0;1;0
125.0;1;0
125.0;1;0
125.0;1;0
125.0;1;0
130.0;1;0
130.0;1;0
130.0;1;0
130.0;1;0
135.0;1;0
135.0;1;0
135.0;1;0
135.0;1;0
140.0;0;1
140.0;1;0
140.0;1;0
140.0;1;0
145.0;0;1
145.0;1;0
145.0;1;0
145.0;1;0
150.0;1;0
150.0;1;0
150.0;0;1
150.0;1;0
155.0;1;0
155.0;0;1
155.0;0;1
155.0;1;0
160.0;0;1
160.0;0;1
160.0;1;0
160.0;1;0
165.0;1;0
165.0;0;1
165.0;0;1
165.0;1;0
170.0;0;1
170.0;1;0
170.0;0;1
170.0;1;0
